Player,Team,Games,SignatureAgentsRankedByUsage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,KAST,ADPR,KPR,APR,FKPR,FDPR,HeadshotPercent,ClutchSuccessPercent,Kills,Deaths,Assists,FirstKills,FirstDeaths,Year,IGL,CleanedRating,AdjustedRating,SelfishIndex,Region_x,Region_y,Region
2ge,Team Secret,178,"['astra', 'viper', 'omen', 'skye']",404,1.0,168.6,0.94,74%,112.7,0.62,0.44,0.03,0.06,29%,16%,249,264,176,13,25,2023,False,1.0,0.77,0.58,Pacific,Pacific,Pacific
aaaay,FunPlus Phoenix,272,"['skye', 'gekko', 'chamber', 'fade', 'jett']",425,1.22,202.7,1.05,73%,147.4,0.74,0.27,0.01,0.07,39%,18%,313,299,116,1,6,2023,False,1.22,0.95,0.23,China,China,China
abo,Titan Esports Club,133,"['viper', 'chamber', 'jett', 'raze', 'killjoy']",328,1.19,213.9,1.04,74%,153.3,0.74,0.24,0.23,0.14,29%,,244,235,79,15,6,2023,True,1.19,0.89,0.21,China,China,China
alfajer,FNATIC,294,"['killjoy', 'raze', 'cypher', 'chamber', 'viper']",1175,1.21,221.8,1.38,76%,148.1,0.82,0.17,0.11,0.07,28%,15%,967,702,202,124,86,2023,False,1.21,1.1,0.11,EMEAS,EMEAS,EMEAS
ange1,Natus Vincere,332,"['omen', 'brimstone', 'viper', 'sova']",1003,0.8,175.7,0.78,70%,114.2,0.6,0.33,0.12,0.13,29%,14%,600,766,331,125,128,2023,True,0.8,0.71,0.46,EMEAS,EMEAS,EMEAS
anthem,DetonatioN FocusMe,118,"['jett', 'skye', 'sova', 'raze', 'killjoy']",410,0.93,184.1,0.88,73%,125.1,0.62,0.34,0.05,0.1,27%,16%,255,290,138,21,41,2023,False,0.93,0.72,0.44,Pacific,Pacific,Pacific
ardiis,Natus Vincere,364,"['sova', 'jett', 'chamber', 'raze', 'kayo']",1351,1.02,216.1,1.07,72%,143.4,0.74,0.24,0.18,0.14,19%,13%,1003,938,318,239,181,2023,False,1.02,0.94,0.21,EMEAS,EMEAS,EMEAS
aslanm4shadow,S2G Esports,246,"['omen', 'sage', 'astra', 'jett', 'killjoy']",329,0.92,196.9,0.94,67%,134.1,0.71,0.14,0.09,0.11,27%,18%,234,249,47,28,36,2023,False,0.92,0.68,0.17,EMEAS,EMEAS,EMEAS
aspas,LEVIATÁN,342,"['jett', 'raze', 'reyna', 'neon']",1504,1.19,239.0,1.3,75%,153.5,0.87,0.17,0.17,0.11,25%,18%,1307,1002,257,258,172,2023,False,1.19,1.12,0.08,Americas,Americas,Americas
asuna,100 Thieves,434,"['raze', 'reyna', 'kayo', 'phoenix', 'skye']",693,1.02,200.1,0.93,73%,131.4,0.67,0.4,0.09,0.1,21%,12%,465,499,280,59,70,2023,False,1.02,0.86,0.44,Americas,Americas,Americas
atakaptan,FUT Esports,318,"['viper', 'omen', 'brimstone', 'astra']",969,0.97,186.1,0.93,72%,119.5,0.65,0.42,0.07,0.09,28%,18%,628,675,407,67,90,2023,False,0.97,0.86,0.5,EMEAS,EMEAS,EMEAS
avova,Apeks,370,"['omen', 'astra', 'viper', 'brimstone']",389,0.92,170.3,0.81,68%,110.3,0.61,0.34,0.05,0.09,24%,14%,237,292,134,20,34,2023,False,0.92,0.7,0.46,EMEAS,EMEAS,EMEAS
ban,Talon Esports,433,"['jett', 'skye', 'reyna', 'sage', 'chamber']",886,0.88,180.1,0.89,69%,114.3,0.64,0.29,0.1,0.1,25%,14%,566,639,254,86,87,2023,False,0.88,0.77,0.36,Pacific,Pacific,Pacific
berlin,FunPlus Phoenix,366,"['raze', 'fade', 'sova', 'astra', 'omen']",425,0.68,196.0,0.9,65%,106.1,0.65,0.4,0.12,0.13,37%,,278,308,171,10,11,2023,True,0.68,0.53,0.47,China,China,China
biank,Trace Esports,173,"['sova', 'fade', 'skye', 'cypher', 'omen']",585,0.95,193.2,1.02,71%,128.5,0.71,0.33,0.07,0.09,22%,16%,418,409,195,16,21,2023,True,0.95,0.78,0.31,China,China,China
boaster,FNATIC,412,"['astra', 'omen', 'breach', 'brimstone', 'sova']",1280,0.97,171.5,0.93,76%,105.6,0.59,0.44,0.08,0.09,19%,33%,755,810,557,101,119,2023,True,0.97,0.89,0.64,EMEAS,EMEAS,EMEAS
boostio,100 Thieves,450,"['jett', 'killjoy', 'chamber', 'phoenix', 'astra']",1591,0.96,203.6,0.99,70%,136.5,0.71,0.22,0.11,0.12,23%,14%,1123,1139,345,182,183,2023,True,0.96,0.91,0.23,Americas,Americas,Americas
boo,Team Heretics,392,"['omen', 'astra', 'viper', 'brimstone', 'sage']",389,0.91,173.2,0.81,68%,122.4,0.6,0.25,0.06,0.07,26%,7%,233,289,98,24,27,2023,True,0.91,0.7,0.37,EMEAS,EMEAS,EMEAS
brave,BBL Esports,220,"['omen', 'raze', 'sage', 'viper', 'astra']",329,0.88,189.4,0.84,72%,123.9,0.64,0.35,0.11,0.09,32%,21%,212,253,115,35,28,2023,False,0.88,0.66,0.43,EMEAS,EMEAS,EMEAS
bunt,All Gamers,164,"['omen', 'viper', 'brimstone', 'astra']",267,0.83,190.5,0.91,67%,110.3,0.66,0.53,0.04,0.09,25%,,175,192,142,4,9,2023,False,0.83,0.6,0.65,China,China,China
buzz,DRX,373,"['jett', 'raze', 'chamber', 'killjoy', 'omen']",1391,1.07,227.1,1.1,72%,145.8,0.78,0.22,0.16,0.15,22%,14%,1091,993,312,220,209,2023,False,1.07,0.99,0.16,Pacific,Pacific,Pacific
c0m,LEVIATÁN,397,"['sova', 'viper', 'cypher', 'killjoy', 'breach']",1591,1.02,185.5,1.01,73%,122.1,0.65,0.35,0.07,0.07,21%,20%,1035,1026,558,110,116,2023,False,1.02,0.97,0.41,Americas,Americas,Americas
carpe,T1,100,"['skye', 'gekko', 'sova', 'fade', 'brimstone']",960,0.9,174.1,0.84,72%,110.8,0.6,0.43,0.05,0.08,24%,17%,580,689,415,52,72,2023,False,0.9,0.79,0.61,Pacific,Pacific,Pacific
cauanzin,LOUD,218,"['sova', 'skye', 'breach', 'kayo', 'fade']",1504,1.05,206.8,1.05,75%,131.0,0.73,0.39,0.1,0.08,23%,18%,1095,1044,589,152,122,2023,False,1.05,0.99,0.33,Americas,Americas,Americas
cender,Team Vitality,404,"['breach', 'omen', 'cypher', 'viper', 'killjoy']",417,1.04,213.2,1.04,68%,143.6,0.74,0.2,0.08,0.08,28%,16%,308,297,84,34,33,2023,True,1.04,0.81,0.19,EMEAS,EMEAS,EMEAS
cgrs,Made in Thailand,114,"['sova', 'cypher', 'gekko', 'killjoy', 'viper']",333,0.78,150.0,0.73,69%,97.2,0.52,0.32,0.05,0.08,20%,16%,173,237,105,15,28,2023,False,0.78,0.58,0.57,Pacific,Pacific,Pacific
chichoo,EDward Gaming,371,"['killjoy', 'viper', 'cypher', 'omen', 'brimstone']",1002,1.07,202.9,1.12,74%,134.2,0.71,0.29,0.06,0.06,23%,20%,710,634,287,44,50,2023,False,1.07,0.95,0.28,China,China,China
chronicle,FNATIC,382,"['sova', 'viper', 'breach', 'raze', 'brimstone']",1280,1.11,207.8,1.14,76%,133.6,0.72,0.44,0.08,0.07,24%,15%,925,810,567,101,90,2023,False,1.11,1.02,0.4,EMEAS,EMEAS,EMEAS
cloud,GIANTX,268,"['sova', 'skye', 'raze', 'breach', 'sage']",756,1.07,216.0,1.06,74%,141.8,0.75,0.28,0.11,0.1,29%,19%,567,537,210,83,77,2023,True,1.07,0.91,0.23,EMEAS,EMEAS,EMEAS
cned,FUT Esports,439,"['jett', 'raze', 'sage', 'chamber']",1003,1.06,228.5,1.1,71%,148.4,0.8,0.19,0.16,0.14,26%,11%,805,730,192,157,142,2023,False,1.06,0.94,0.13,EMEAS,EMEAS,EMEAS
core,Xtreme Gaming,84,"['breach', 'kayo', 'omen', 'killjoy', 'brimstone']",328,1.2,190.1,1.09,88%,126.0,0.72,0.34,0.02,0.02,28%,,237,217,112,1,1,2023,False,1.2,0.89,0.3,China,China,China
crws,Talon Esports,300,"['breach', 'skye', 'sage', 'kayo', 'omen']",535,0.93,187.6,0.87,70%,124.3,0.63,0.39,0.08,0.09,23%,14%,336,385,206,43,46,2023,True,0.93,0.75,0.49,Pacific,Pacific,Pacific
cryocells,100 Thieves,424,"['sova', 'jett', 'chamber']",693,1.06,223.1,1.07,71%,142.7,0.78,0.24,0.18,0.17,21%,9%,543,507,168,125,115,2023,False,1.06,0.89,0.17,Americas,Americas,Americas
d4v41,Paper Rex,430,"['skye', 'jett', 'sage', 'chamber', 'viper']",1251,1.11,194.2,1.11,78%,128.7,0.69,0.41,0.06,0.05,27%,14%,869,784,519,73,57,2023,False,1.11,1.02,0.42,Pacific,Pacific,Pacific
demon1,NRG Esports,244,"['chamber', 'jett', 'brimstone']",1434,1.15,226.6,1.25,71%,152.9,0.83,0.17,0.15,0.11,37%,15%,1196,958,241,210,151,2023,False,1.15,1.07,0.11,Americas,Americas,Americas
dep,ZETA DIVISION,239,"['jett', 'raze', 'neon', 'sage']",711,0.99,221.5,1.02,68%,143.0,0.79,0.15,0.16,0.16,24%,12%,559,546,110,106,107,2023,False,0.99,0.84,0.12,Pacific,Pacific,Pacific
derke,FNATIC,407,"['jett', 'raze', 'chamber', 'yoru', 'sova']",1280,1.12,251.5,1.23,70%,163.8,0.87,0.18,0.24,0.19,24%,16%,1113,902,233,308,244,2023,False,1.12,1.03,0.08,EMEAS,EMEAS,EMEAS
derrek,Evil Geniuses,383,"['sova', 'breach', 'fade', 'sage']",693,0.96,184.3,0.88,73%,128.0,0.62,0.35,0.07,0.07,29%,8%,430,488,242,46,46,2023,False,0.96,0.81,0.46,Americas,Americas,Americas
dgzin,Hero Base,242,"['jett', 'raze', 'neon', 'chamber']",681,1.02,222.9,1.08,72%,138.0,0.79,0.14,0.22,0.17,27%,18%,538,500,97,153,113,2023,False,1.02,0.85,0.12,Americas,Americas,Americas
ejay,SCARZ,179,"['jett', 'raze', 'chamber', 'kayo']",538,0.93,204.0,0.96,69%,134.9,0.72,0.17,0.14,0.18,20%,11%,388,406,94,78,95,2023,False,0.93,0.75,0.19,Pacific,Pacific,Pacific
eko,NOEZ FOXX,190,"['sova', 'omen', 'fade', 'breach', 'skye']",295,0.9,165.9,0.85,71%,109.3,0.59,0.37,0.06,0.07,23%,13%,174,204,110,18,22,2023,False,0.9,0.66,0.53,Pacific,Pacific,Pacific
ethan,NRG Esports,259,"['skye', 'kayo', 'sage', 'omen', 'breach']",1591,1.08,197.0,1.02,77%,124.7,0.67,0.55,0.07,0.06,20%,20%,1068,1046,873,113,101,2023,False,1.08,1.02,0.67,Americas,Americas,Americas
f0rsaken,Paper Rex,390,"['jett', 'raze', 'kayo', 'yoru', 'breach']",1251,1.03,220.0,1.05,73%,144.3,0.76,0.29,0.15,0.12,26%,9%,950,905,365,187,148,2023,True,1.03,0.94,0.22,Pacific,Pacific,Pacific
fengf,Trace Esports,305,"['raze', 'killjoy', 'cypher', 'breach', 'sova']",332,1.43,236.5,1.28,82%,184.7,0.84,0.2,0.1,0.05,25%,40%,280,218,65,15,8,2023,False,1.43,1.07,0.11,China,China,China
ffs,ZY Gaming,160,"['sova', 'skye', 'fade']",217,0.79,173.5,0.79,72%,106.5,0.58,0.41,0.09,0.12,20%,10%,125,158,88,12,16,2023,False,0.79,0.55,0.61,China,China,China
finesse,NRG Esports,410,"['cypher', 'killjoy', 'viper', 'breach']",1351,0.85,171.6,0.8,70%,116.7,0.56,0.34,0.08,0.09,18%,13%,763,949,453,102,115,2023,False,0.85,0.79,0.54,Americas,Americas,Americas
fit1nho,GIANTX,346,"['jett', 'raze']",756,1.11,219.2,1.13,75%,145.3,0.8,0.24,0.17,0.13,28%,11%,603,533,184,130,98,2023,False,1.11,0.95,0.16,EMEAS,EMEAS,EMEAS
flex1n,Bilibili Gaming,179,"['omen', 'viper', 'astra', 'brimstone']",332,1.18,193.5,1.11,79%,115.5,0.7,0.44,0.07,0.05,28%,30%,234,211,147,10,8,2023,False,1.18,0.88,0.43,China,China,China
foxy9,DRX,147,"['jett', 'raze', 'cypher', 'kayo', 'breach']",457,0.95,222.7,1.04,68%,140.1,0.76,0.17,0.23,0.22,25%,16%,348,336,76,104,101,2023,False,0.95,0.75,0.15,Pacific,Pacific,Pacific
foxz,FULL SENSE,308,"['sova', 'skye', 'gekko', 'fade']",535,1.03,197.7,1.0,72%,132.9,0.69,0.34,0.08,0.07,26%,12%,369,369,182,41,40,2023,False,1.03,0.83,0.34,Pacific,Pacific,Pacific
goddead,IAM,202,"['jett', 'kayo', 'breach', 'sova', 'skye']",701,0.9,171.6,0.8,71%,110.7,0.57,0.48,0.06,0.1,19%,14%,397,498,338,44,68,2023,False,0.9,0.76,0.77,Pacific,Pacific,Pacific
haodong,EDward Gaming,354,"['astra', 'omen', 'viper', 'breach', 'kayo']",1002,0.92,175.5,0.93,76%,112.5,0.62,0.4,0.07,0.09,28%,16%,620,665,403,55,70,2023,False,0.92,0.82,0.52,China,China,China
heat,KRÜ Esports,235,"['jett', 'chamber', 'kayo']",343,0.89,201.3,0.91,64%,134.9,0.69,0.13,0.14,0.2,27%,6%,237,261,45,49,67,2023,False,0.89,0.67,0.18,Americas,Americas,Americas
heybay,Trace Esports,233,"['jett', 'viper', 'breach', 'killjoy', 'kayo']",332,0.94,196.7,0.93,71%,142.8,0.69,0.21,0.23,0.17,27%,,230,246,70,35,26,2023,False,0.94,0.7,0.24,China,China,China
hfmi0dzjc9z7,TYLOO,240,"['sova', 'raze', 'skye', 'killjoy', 'cypher']",267,0.73,236.4,1.13,58%,104.0,0.83,0.23,0.07,0.12,24%,27%,222,197,62,7,12,2023,False,0.73,0.52,0.13,China,China,China
hoody,GIANTX,305,"['sage', 'jett', 'skye', 'viper', 'raze']",756,1.06,203.9,1.0,72%,135.7,0.7,0.35,0.09,0.09,25%,8%,531,530,268,68,67,2023,False,1.06,0.9,0.34,EMEAS,EMEAS,EMEAS
invy,Team Secret,207,"['breach', 'kayo', 'sova', 'skye', 'viper']",762,1.1,208.1,1.05,73%,134.8,0.74,0.47,0.08,0.07,32%,18%,565,538,358,60,53,2023,False,1.1,0.94,0.4,Pacific,Pacific,Pacific
jakee,YFP Gaming,512,"['omen', 'viper', 'jett', 'astra']",733,0.99,191.3,0.96,74%,125.7,0.68,0.36,0.1,0.09,31%,27%,499,519,266,73,68,2023,False,0.99,0.84,0.38,Americas,Americas,Americas
jamppi,Team Liquid,277,"['jett', 'sova', 'chamber', 'breach', 'omen']",990,1.01,194.4,1.01,69%,126.1,0.69,0.3,0.08,0.09,25%,26%,686,677,294,77,92,2023,False,1.01,0.89,0.31,EMEAS,EMEAS,EMEAS
jawgemo,Evil Geniuses,378,"['raze', 'jett', 'omen', 'astra', 'kayo']",1591,0.99,213.3,0.99,73%,138.5,0.73,0.31,0.12,0.13,19%,15%,1155,1162,497,193,207,2023,False,0.99,0.94,0.27,Americas,Americas,Americas
jessievash,Team Secret,336,"['sova', 'sage', 'fade', 'cypher']",779,0.92,177.5,0.87,69%,119.6,0.61,0.32,0.07,0.08,24%,16%,473,546,249,54,65,2023,True,0.92,0.79,0.43,Pacific,Pacific,Pacific
jinggg,Paper Rex,353,"['raze', 'reyna', 'sage', 'jett']",1233,1.06,233.6,1.08,72%,156.3,0.8,0.26,0.14,0.13,18%,11%,984,911,315,167,157,2023,False,1.06,0.97,0.17,Pacific,Pacific,Pacific
jitboys,Talon Esports,140,"['killjoy', 'omen', 'chamber', 'cypher', 'viper']",514,0.95,187.8,0.93,70%,123.6,0.68,0.29,0.07,0.1,30%,12%,347,373,149,34,51,2023,False,0.95,0.76,0.31,Pacific,Pacific,Pacific
jremy,Team Secret,162,"['raze', 'jett', 'chamber', 'killjoy', 'cypher']",779,0.94,209.2,0.93,69%,137.5,0.7,0.23,0.14,0.15,19%,14%,545,589,178,108,115,2023,False,0.94,0.8,0.24,Pacific,Pacific,Pacific
keznit,KRÜ Esports,261,"['jett', 'raze', 'reyna', 'phoenix', 'neon']",873,1.13,248.1,1.16,71%,165.2,0.85,0.22,0.18,0.16,22%,18%,746,642,188,156,142,2023,False,1.13,0.98,0.11,Americas,Americas,Americas
khalil,FURIA,279,"['omen', 'killjoy', 'cypher', 'viper', 'brimstone']",681,0.99,177.9,0.98,75%,121.3,0.63,0.27,0.05,0.06,25%,12%,431,441,185,31,41,2023,False,0.99,0.83,0.35,Americas,Americas,Americas
kingg,LEVIATÁN,309,"['viper', 'raze', 'omen', 'kayo', 'sage']",915,1.16,217.8,1.19,77%,144.2,0.76,0.38,0.1,0.09,29%,19%,694,585,347,94,83,2023,True,1.16,1.02,0.28,Americas,Americas,Americas
knight,Bilibili Gaming,291,"['breach', 'sage', 'kayo', 'cypher', 'omen']",585,0.9,182.7,0.86,70%,123.1,0.63,0.3,0.06,0.13,28%,13%,370,428,177,14,30,2023,False,0.9,0.74,0.38,China,China,China
leaf,G2 Esports,340,"['jett', 'raze', 'killjoy', 'omen', 'viper']",822,1.12,239.1,1.14,72%,155.2,0.83,0.24,0.19,0.17,23%,25%,683,601,200,156,140,2023,False,1.12,0.97,0.13,Americas,Americas,Americas
leo,FNATIC,338,"['sova', 'sage', 'omen', 'fade', 'breach']",1280,1.25,209.7,1.38,82%,135.0,0.75,0.41,0.04,0.02,21%,19%,956,693,522,57,30,2023,False,1.25,1.15,0.32,EMEAS,EMEAS,EMEAS
less,LOUD,286,"['killjoy', 'viper', 'cypher', 'chamber', 'raze']",1504,1.15,226.7,1.22,73%,150.8,0.8,0.21,0.1,0.08,26%,18%,1206,986,320,150,118,2023,False,1.15,1.08,0.14,Americas,Americas,Americas
life,FunPlus Phoenix,365,"['jett', 'raze', 'yoru']",267,0.98,218.8,1.01,73%,144.1,0.77,0.18,0.23,0.13,23%,,205,203,47,23,13,2023,False,0.98,0.7,0.15,China,China,China
lmemore,Rex Regum Qeon,260,"['sova', 'cypher', 'viper', 'killjoy', 'chamber']",562,0.99,209.7,1.0,68%,140.3,0.74,0.17,0.12,0.12,33%,8%,415,414,98,69,69,2023,False,0.99,0.81,0.17,Pacific,Pacific,Pacific
luok1ng,Trace Esports,303,"['astra', 'omen', 'brimstone', 'viper']",328,1.29,188.0,0.98,81%,161.1,0.68,0.4,0.07,0.05,27%,17%,222,226,132,4,2,2023,False,1.29,0.96,0.42,China,China,China
lysoar,FunPlus Phoenix,163,"['killjoy', 'viper', 'omen', 'cypher']",425,0.94,224.3,1.07,72%,133.8,0.77,0.23,0.07,0.12,31%,,326,304,98,6,10,2023,False,0.94,0.73,0.18,China,China,China
mako,DRX,358,"['viper', 'omen', 'jett', 'astra', 'brimstone']",1427,1.16,211.3,1.11,76%,136.7,0.71,0.51,0.08,0.07,26%,18%,1010,911,734,114,101,2023,False,1.16,1.08,0.51,Pacific,Pacific,Pacific
maple,Chosen Clique Gaming,198,"['sova', 'jett', 'raze', 'fade']",241,1.17,263.2,1.14,71%,185.7,0.9,0.2,0.25,0.24,22%,11%,217,191,48,31,24,2023,False,1.17,0.82,0.07,China,China,China
mazino,LEVIATÁN,295,"['sage', 'harbor', 'omen', 'kayo', 'viper']",915,0.94,192.5,0.95,71%,122.7,0.67,0.38,0.1,0.1,25%,12%,617,651,349,90,87,2023,False,0.94,0.82,0.41,Americas,Americas,Americas
mazin,MIBR,219,"['raze', 'omen', 'viper', 'skye', 'astra']",681,0.89,167.8,0.88,70%,108.8,0.6,0.33,0.06,0.1,28%,16%,409,464,228,44,66,2023,True,0.89,0.75,0.46,Americas,Americas,Americas
melser,KRÜ Esports,287,"['omen', 'astra', 'viper', 'sage', 'brimstone']",914,0.95,183.9,0.93,73%,119.9,0.65,0.33,0.08,0.09,30%,12%,592,636,300,72,82,2023,True,0.95,0.83,0.39,Americas,Americas,Americas
meteor,Gen.G,267,"['jett', 'killjoy', 'cypher', 'chamber', 'raze']",749,1.01,222.9,1.03,70%,146.4,0.77,0.19,0.18,0.15,24%,15%,575,559,146,134,112,2023,False,1.01,0.86,0.16,Pacific,Pacific,Pacific
mindfreak,Paper Rex,428,"['omen', 'astra', 'viper', 'brimstone']",1251,0.98,170.5,0.97,73%,109.7,0.61,0.39,0.05,0.07,27%,15%,765,792,488,67,92,2023,False,0.98,0.9,0.52,Pacific,Pacific,Pacific
molsi,Apeks,314,"['sova', 'raze', 'skye', 'kayo', 'breach']",417,0.94,182.6,0.87,68%,122.7,0.64,0.34,0.07,0.07,23%,7%,266,305,142,28,31,2023,True,0.94,0.73,0.41,EMEAS,EMEAS,EMEAS
monk,All Gamers,214,"['killjoy', 'skye', 'breach', 'kayo', 'sage']",267,1.0,198.1,0.95,68%,153.8,0.66,0.28,0.09,0.05,20%,21%,177,187,76,9,5,2023,False,1.0,0.72,0.33,China,China,China
monyet,Rex Regum Qeon,234,"['jett', 'raze', 'omen', 'astra', 'neon']",465,1.2,230.5,1.18,75%,149.9,0.82,0.41,0.13,0.1,27%,21%,382,324,189,62,46,2023,False,1.2,0.95,0.22,Pacific,Pacific,Pacific
mrfalin,FUT Esports,288,"['sova', 'omen', 'breach', 'skye']",969,0.99,190.4,0.94,71%,123.7,0.67,0.37,0.07,0.1,23%,17%,646,685,362,69,93,2023,True,0.99,0.87,0.4,EMEAS,EMEAS,EMEAS
